id,premise,hypothesis,label
05389d7aae,well they're so close to an undefeated undefeated season they can taste it and they wanna make history so i don't think they're gonna lack for motivation,"They're close to winning the season, so they won't have any issues with motivation.",0
e0a29d673a,trying to keep grass alive during a summer on a piece of ground that big was expensive,There was no cost in keeping the grass alive in the summer time.,2
b1d3e0d8fe,They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.,"They controlled the entire country, even when Saladin failed to attack them in 1187.",2
b5ce227c28,His grandson Akbar chose Agra for his capital over Delhi.,The choice of Agra over Delhi came down to one having better food than the other does.,1
3328cdd6d6,The information provided in this guide is current as of the date of this publication.,The information in the guide is up-to-date.,0
485d507d11,"If anything, ultimate fighting is safer and less cruel than America's blood sport.",Nothing is a dangerous as ultimate fighting. ,2
ed81affc50,Jon saw him ride into the smoke.,He rode towards Jon and out of the smoke.,2
bc499f98e6,someone else noticed it and i said well i guess that's true and it was somewhat melodio us in other words it wasn't just you know it was really funny,Someone else paid attention to it and it was really funny. ,0
197669f910,"In a six-year study, scientists fed dogs and other animals irradiated chicken and found no evidence of increased cancer or other toxic effects.",Scientists gave animals irradiated chicken and they all lived as long as the rest of them.,0
4009ddeb05,"When Jesus was born in about 4 b.c. , Joseph and Mary escaped Herod's paranoia by fleeing into Egypt with the new-born infant.",Jesus' birth has been dated to around 10 B.C.,2
72d1b5ce6c,"And, could it not result in a decline in Postal Service volumes across--the--board?",Nothing will affect Postal Service volumes across--the--board.,2
27dd4fa0c4, Folklore of Ibiza,War history of Ibiza,2
489ba2482b,Chatterbox queried Trudeau about the Dallas Morning News quote.,Trudeau was queried by Chatterbox about his quote.,0
f8f513200d,There are two challengers to these top dogs.,These top dogs face two tough financial challenges.,1
edbabaa933,"ran toward us rather slowly, like people finishing their run.",They ran slowly because they were tired from working out a lot.,1
c461b2cf3c,i've been getting a kick out of those lately,I guess they just don't like me. ,2
00330cdacf,"You've got the keys still, haven't you, Poirot? I asked, as we reached the door of the locked room. ",I had the keys in my pocket.,1
b164be9941,Puppet Shows.,Productions using puppets,0
1ff64bec4d,"Even today, Yanomamo men raid villages, kill men, and abduct women for procreative purposes.",Yanomamo eats food.,1
aadf35db6b,"It is housed in a Martello A series of such towers, some 12 m (40 ft) high and 2.5 m (8 ft) thick, were constructed along the coast at the beginning of the 19th century to guard against invasion by Napoleon.","A number of these towers, which were built to guard against invasion by Napoleon, were built along the coast in the 19th century.",0
af05290406,um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed,I've only visited the area in the spring.,1
cbccef28bf,"13 Executive  Effectively Implementing the Government Performance and Results Act ( GAO/GGD-96-118, June 1996).",The executives didn't implement the government performance and results act,2
19874af5f5,Information  Computer Attacks at Department of Defense Pose Increasing Risks,The computer attacks on the Department of Defense are too powerful to handle.,1
0979f1c535,Daniel took it upon himself to explain a few things.,Daniel explained what was happening.,0
5f00c1e411,"The Ile Saint-Louis is an enchanted self-contained island of gracious living, long popular with the more affluent gentry and celebrities of Paris.",The Ile Saint-Louis is adored by the poor in Paris.,2
844346dd31,Kentucky officials say there is a virtual epidemic of abusive relationships in the state.,Kentucky marriages tend to be the healthiest.,2
0c3c0175ac,and uh it that takes so much time away from your kids,Takes you away from your kids because it is more important to you.,1
e6d717a178,"Even if you're the kind of traveler who likes to improvise and be adventurous, don't turn your nose up at the tourist offices.",Tourist officers are a good place to visit even if you're an adventurous tourist.,0
a5fcf2ec8f,He walked out into the street and I followed.,I followed him as he walked.,0
cdfcd41797,"Steps are initiated to allow program board membership to reflect the clienteligible community and include representatives from the funding community, corporations and other partners.",There isn't a fair representation of board members on the program.,2
b6e01c1a07,"Also, the Holy Family are said to have sheltered here on their return from Egypt.",The Holy family spent a total of three days here.,1
5fdb4fdc7f,Complacency came easily after a couple of weeks without capture.,We got complacent after not getting captured for weeks.,0
eb1b46244d,In the other sight he saw Adrin's hands cocking back a pair of dragon-hammered pistols.,He had spotted Adrin preparing to fire his pistols.,1
32cb965cb9,"There is very little to see here, or at the ruined Essene monastery of Qumran itself.","Most visitors skip this city, or only stay here a night while passing through.",1
3a8bd57d8a,Enthusiasm for Disney's Broadway production of The Lion King dwindles.,Audiences for The Lion King on broadway are still turning out in record numbers.,2
07bf51cd35,Fixing current levels of damage would be impossible.,The damage could never be fixed by an artisan.,1
6f014d5342,Allow time in Thirasia to explore Santorini's smaller sibling islands.,Allow time in Thirasia to visit the famous Guy Fieri restaurant.,2
4bb17fa71d,He had forgotten about Adrin.,He had forgotten that Adrin was going to join them.,1
4a9ee8775d,The entire city was surrounded by open countryside with a scattering of small villages.,The whole countryside is scattered with small villages. ,0
